employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1154,Katherine,Johnson,katherine.johnson@manning-moore.com,2016-09-08,sales representative,it,63603.86,2003,34940 Jennifer Extensions,Carolynstad,MD,50797,1987-10-03,Active
1155,John,Livingston,john.livingston@cannon.net,2022-05-05,Software Engineer,HR,130983.47,2003,097 Wyatt Villages,Reginaldport,PW,01206,1989-05-31,Inactive
1156,Alejandro,Bush,alejandro.bush@roberts.com,2019-11-01,Data Analyst,HR,124467.64,,35516 Wood Passage,South Edwardburgh,NJ,05965,1985-12-20,Inactive
1157,Brian,Kane,brian.kane@baker.net,2023-10-31,Project Manager,Analytics,66986.46,2001,0321 Morris Walk,West Kennethmouth,CO,79210,1996-09-19,Inactive
1158,Andrew,Myers,,2021-10-17,SOFTWARE ENGINEER,analytics,"$119,080.04",2002,192 George Motorway,Hensleystad,ID,80859,1964-10-05,On Leave
1159,Tiffany,Lopez,tiffany.lopez@company,2019-04-17,Sales Representative,Sales,141889.55,2001,68039 Timothy Mission Apt. 215,Port Jennifershire,NJ,53407,1986-02-10,Active
1160,Paula,Collins,paula@tell.com,2018-12-12,Sales Representative,Analytics,78712.03,2001,93879 Alyssa Lakes,Port Bryan,UT,16807,1966-09-14,On Leave
1161,Robin,Curtis,ROBIN.CURTIS@COOK.COM,2023-01-12,Project Manager,IT,148447.22,2003,27325 Haynes Isle Apt. 776,South Dianaview,VA,47189,1999-01-27,On Leave
1162,Cassie,Barton,cassie@.com,2017-12-25,Software Engineer,Sales,127548.67,2003,27207 Koch Well Apt. 121,South Michele,MP,04091,1979-09-03,Active
1163,Carolyn,Taylor,CAROLYN.TAYLOR@FLETCHER.COM,2018-06-08,Sales Representative,Analytics,"$65,113.10",2003,899 Johnston Mountain,New Terrence,AL,30411,1968-02-09,On Leave
1164,Kelly,Gibson,KELLY.GIBSON@HERNANDEZ-BROWN.COM,2019-05-15,Software Engineer,HR,76808.13,2003,6772 Bradley Meadow Suite 398,Davidside,NH,04659,1963-05-03,Active
1165,Carrie,Riggs,carrie.riggs@richardson.com,2021-07-28,Data Analyst,IT,"$101,828.49",,9958 Fields Common Suite 390,Jenniferbury,NJ,34434,1963-01-22,On Leave
1166,Noah,Coleman,noah.coleman@@company.com,2024-03-04,Sales Representative,Analytics,143128.92,2002,545 Brett Lane,West Nathan,GA,28707,2001-10-01,Inactive
1167,Joseph,Sanchez,joseph.sanchez@bell.biz,2022-02-23,Sales Representative,Sales,80961.94,2003,07594 Robert Locks Suite 820,Lake Austinborough,AL,52413,1990-01-12,On Leave
1168,Eric,Flynn,eric.flynn@weeks.com,2017-07-08,Sales Representative,IT,102220.1,,93016 Steven Mission,North Richard,MN,58889,1978-02-22,Active
1169,Lisa,Frank,lisa.frank@kirk-collins.info,2022-03-26,Data Analyst,HR,142399.58,2001,67358 Rodney Roads,Morganbury,HI,27583,1990-05-11,On Leave
1170,Jonathan,Kaufman,jonathan.kaufman@brooks.com,2023-03-09,Project Manager,Analytics,141802.23,2002,045 Wilson Islands Suite 513,Bryanbury,DE,40273,1969-01-05,Active
1171,Austin,Jimenez,austin.jimenez@haas.info,2025-03-18,Software Engineer,Analytics,84181.89,2001,59072 Megan Cliff Apt. 309,East Jessicafurt,PA,06609,1979-07-12,Inactive
1172,Janet,Beasley,janet.beasley@pollard-anderson.com,2025-01-04,Data Analyst,Marketing,73213.94,2003,5564 Andrew Manor,Aliciastad,WA,90602,1990-03-18,On Leave
1173,Teresa,Patterson,teresa.patterson@herrera.org,2020-05-07,Project Manager,Sales,"$57,390.62",2003,5300 Anthony Village,North Brandon,UT,81079,1969-07-16,Inactive
1174,William,Whitehead,william.whitehead@roth-frye.com,2017-07-29,HR Specialist,IT,76960.64,2001,5857 Schultz Forest,Lake Ethanshire,DC,95202,1965-04-17,Inactive
1175,Wayne,Sandoval,wayne.sandoval@hall-robinson.com,2017-09-17,Project Manager,Marketing,"$89,426.99",2003,94316 Phillips Camp,Vincentview,OR,47011,1966-06-28,On Leave
1176,Richard,Vargas,richard.vargas@george.com,2019-05-08,Software Engineer,IT,"$42,288.60",2003,823 Lisa Drives,Williamport,NJ,85378,1974-04-28,Inactive
1177,Gregory,Holmes,gregory.holmes@guerra-ford.biz,2018-07-30,Data Analyst,Sales,97603.68,2003,7773 Wilson Glens Suite 436,Gabrielborough,ME,30920,1962-05-02,On Leave
1178,Sonia,Rosario,sonia@entire.com,2024-09-26,project manager,ANALYTICS,117009.7,2003,1182 Thomas Vista,Port Nicole,SD,35089,1967-11-09,On Leave
1179,Tonya,Evans,,2016-12-23,HR Specialist,IT,138129.54,2002,1834 Charles Turnpike Apt. 573,Lake Joseph,MT,12634,1995-05-13,On Leave
1180,Jeremy,Lee,jeremy.lee@jordan.com,2020-03-10,HR Specialist,Marketing,121276.73,2002,99085 Pena Inlet,West Kayla,AR,80568,1998-10-03,Active
1181,Melody,Wright,melody.wright@padilla.org,2026-11-21,Sales Representative,HR,"$57,560.97",,26762 Thompson Loop Suite 534,Seanborough,DE,53590,2004-02-24,Inactive
1182,Brittney,Mendez,brittney.mendez@norman.com,2019-08-27,Project Manager,HR,"$42,873.87",2002,4484 Braun Harbor Suite 695,Port Stephanie,VT,21868,1994-03-27,On Leave
1183,John,Lee,JOHN.LEE@CUNNINGHAM.COM,2025-02-05,DATA ANALYST,HR,"$58,178.81",,37402 Lorraine Forge,Garciaville,MT,73869,2000-08-01,Inactive
1184,Keith,Martin,keith.martin@rodriguez.org,2020-11-22,Project Manager,Analytics,128685.14,,7438 Craig Junctions,Wagnerville,NJ,66166,1984-01-22,On Leave
1185,Ashley,Young,ashley.young@burns.com,2025-09-14,Data Analyst,Marketing,"$147,605.01",2002,792 Patrick Mission,Caitlinberg,AL,44941,1974-01-09,Inactive
1186,Megan,Leach,megan.leach@allen-mendez.com,2018-11-02,Data Analyst,Sales,69889.15,2001,7641 Tracy Green,New Matthewton,MH,75469,1964-11-03,On Leave
1187,Jeremy,Price,jeremy.price@robertson.biz,2023-11-13,Software Engineer,Sales,106332.88,2001,9990 Cochran Isle,Simpsonmouth,NV,43999,1991-05-08,Active
1188,Bethany,Castaneda,bethany.castaneda@martin.com,2020-01-02,DATA ANALYST,ANALYTICS,73001.86,2001,4542 David Junctions,West Sherry,FL,36211,2003-08-04,Inactive
1189,Katherine,Blankenship,katherine.blankenship@company,2025-09-06,Project Manager,Sales,84006.08,2002,911 Wells Roads,Stokesport,MH,49404,1989-10-15,On Leave
1190,Kevin,Cooley,kevin.cooley@meyers-coleman.info,2022-02-25,HR Specialist,Sales,84790.21,2003,8882 Catherine Ridge,Paulport,NE,03158,1999-12-13,On Leave
1191,Jill,Burns,jill.burns@acosta.com,2021-01-01,Software Engineer,HR,95134.63,2003,12118 Fields Drives Suite 390,Salinasfort,AL,34072,1991-04-28,Inactive
1192,Cheryl,Smith,cheryl.smith@moore.com,2016-09-24,Project Manager,Analytics,121523.29,,3885 Jimenez Street,Larryton,ID,58842,1984-02-06,Inactive
1193,Anna,Jones,anna.jones@small.net,2020-04-27,HR Specialist,HR,"$43,007.53",2003,65395 Heather Stream Suite 743,Longburgh,LA,25630,1966-09-05,Active
1194,Kayla,Jones,kayla@black.com,2022-05-18,HR Specialist,IT,128572.83,2001,07268 Angela Crescent Apt. 723,East Lauriestad,UT,02989,1982-07-20,On Leave
1195,Laura,Arnold,laura.arnold@chang.com,2021-09-26,Project Manager,Sales,79873.48,,6468 Harris Haven Suite 090,Lake Justinview,GA,58601,1973-06-17,On Leave
1196,Jeanne,Thornton,jeanne.thornton@knight.net,2020-04-09,Sales Representative,HR,55693.92,2001,087 Moreno Square Suite 040,North Kaitlinchester,KS,91309,1971-02-06,Active
1197,Daniel,Butler,daniel.butler@christensen-simpson.biz,2023-05-10,Data Analyst,IT,"$78,446.14",2002,780 Chad Rue Suite 610,Hammondmouth,PW,98846,1996-05-04,Inactive
1198,Kathy,Cruz,kathy.cruz@baker-simmons.net,2022-04-02,Data Analyst,Analytics,"$56,201.60",2002,0528 Tracy Fields,Brianberg,NJ,44461,1977-01-05,Active
1199,Sheri,Thomas,sheri.thomas@hull-peters.com,2026-01-30,Project Manager,Marketing,86954.65,,3313 Rich Way,Bakerland,MS,70937,1998-06-16,Inactive
1200,Theodore,Thompson,theodore.thompson@wilson.info,2019-11-15,HR Specialist,HR,"$55,712.98",2002,6660 Michael Via Suite 957,Sheliaport,NJ,65295,1995-10-31,Active
1201,James,Martin,james.martin@townsend.com,2021-10-20,hr specialist,HR,147794.56,2001,941 Peter Isle,Lake Elaineberg,LA,13314,1975-07-22,Active
1202,Jay,Arnold,jay.arnold@hendrix.biz,2024-11-04,Software Engineer,IT,55795.75,2002,29530 Michelle Lodge,West Jenniferburgh,PW,78548,1985-07-10,Inactive
1203,Tara,Flores,tara.flores@petersen.org,2025-08-11,Software Engineer,Sales,51188.61,2002,117 Elizabeth Shoals,Wolfmouth,AL,68998,1985-08-16,On Leave
1204,Nicholas,Lang,nicholas.lang@@company.com,2026-03-06,Sales Representative,HR,141586.37,,0920 Hicks Burg,Charleston,DE,30257,1995-06-17,Inactive
1205,Tamara,Sanders,tamara.sanders@martinez-hoover.info,2016-05-06,Sales Representative,Marketing,96592.66,2001,843 Carl Pine,North Michelle,GA,10976,1989-07-22,Active
1206,Ronald,Conner,ronald@both.com,2018-06-28,Software Engineer,Analytics,"$97,979.67",2002,7472 Scott Lake Apt. 959,North Robert,WA,22259,1988-08-08,On Leave
1207,Randy,Peters,,2023-05-09,Software Engineer,IT,85400.57,,527 Brandon Lane Suite 217,Reedmouth,IL,80806,1993-07-19,On Leave
1208,Michelle,Fitzpatrick,MICHELLE.FITZPATRICK@MCCALL.COM,2022-05-08,HR SPECIALIST,MARKETING,"$67,776.58",,73754 Smith Divide Apt. 640,Lauriemouth,VT,34627,1994-04-08,Active
1209,Robin,Barrera,robin.barrera@hughes.com,2019-06-18,Data Analyst,Analytics,56465.98,2003,7609 Kevin Rapids,South Barryburgh,MT,82836,1991-03-31,On Leave
1210,Phyllis,Fuentes,phyllis.fuentes@moore.net,2022-02-16,Software Engineer,HR,123140.03,2001,90668 Mark Stream Apt. 274,Deniseberg,NH,76790,1965-12-25,Active
1211,Julie,Eaton,julie.eaton@harrison.com,2016-07-26,Data Analyst,IT,73439.12,2003,3338 Jacob Parkways,East Thomasborough,MO,89636,1960-05-16,Inactive
1212,Shannon,Bryant,shannon@artist.com,2026-11-07,DATA ANALYST,HR,135654.61,2001,386 Santiago Flats,Barryburgh,VT,90405,1985-06-21,Inactive
1213,Michael,Coleman,michael.coleman@adams.biz,2024-03-03,Sales Representative,Marketing,147020.39,2002,5557 Nathan Burg,South Ian,WI,33013,2003-02-16,On Leave
1214,Kimberly,Chapman,kimberly.chapman@company,2026-09-25,software engineer,sales,83119.59,,427 Salinas Ranch,West Gregoryborough,AL,77473,1980-03-25,On Leave
1215,Dylan,Arroyo,dylan.arroyo@rivera.com,2020-05-25,Software Engineer,Analytics,44316.15,2002,727 Hughes Ramp,Port Nancystad,WV,77662,1977-02-20,On Leave
1216,Mariah,Schroeder,mariah.schroeder@mckinney.info,2024-07-25,Data Analyst,Marketing,84803.5,2001,216 Garcia Coves Apt. 172,East Sarah,HI,92771,1998-03-20,Inactive
1217,Shelia,Rangel,shelia.rangel@@company.com,2021-06-15,Data Analyst,Marketing,83644.88,2003,505 Hunt Street Suite 349,East Kelseystad,IN,18335,1987-03-16,Active
1218,Jeremy,Jacobson,jeremy.jacobson@franklin.com,2027-01-22,Project Manager,Marketing,52765.2,2001,30175 Conner Cove Apt. 496,Burnsfort,WI,91856,1991-06-10,Active
1219,Brian,Fry,brian.fry@jefferson.org,2017-07-10,SOFTWARE ENGINEER,analytics,45700.38,2002,55077 Kristopher Divide Suite 247,West Kevin,GU,48594,1975-09-02,Inactive
1220,Ashley,Richmond,ashley.richmond@cooley.biz,2017-02-24,HR Specialist,Sales,"$135,873.81",2001,75824 Flores Island Apt. 762,East Brittneyfurt,ND,07951,1998-11-30,Active
1221,Christopher,Huber,christopher@author.com,2023-10-31,Sales Representative,Sales,129696.13,2001,231 Amy Crest Apt. 330,East Sonia,LA,46298,1972-01-01,Active
1222,Mary,Anthony,mary.anthony@pittman.biz,2020-07-28,Sales Representative,Analytics,137118.97,2003,6577 Smith Heights Suite 508,Jimenezburgh,WI,83139,1960-07-30,Active
1223,James,Olsen,james.olsen@hawkins.net,2017-02-12,Sales Representative,Marketing,127288.23,,68397 Debbie Causeway,North Emilyport,IA,56415,1987-12-05,On Leave
1224,Alexis,Boyd,alexis.boyd@company,2023-10-31,HR Specialist,IT,92560.63,,134 Doyle Rue,West Debbie,SC,35417,1971-04-01,On Leave
1225,Selena,Zimmerman,selena.zimmerman@rhodes-skinner.com,2021-12-17,Data Analyst,Sales,"$105,089.05",2001,7154 Carey Square Apt. 217,Port David,WA,29979,1965-05-19,Inactive
1226,Gary,Ayala,gary.ayala@anderson.com,2017-04-20,HR Specialist,Sales,"$43,812.55",2001,8543 Courtney Stravenue,East Nicholas,NC,04853,1974-07-23,Inactive
1227,Tommy,Glass,TOMMY.GLASS@LOPEZ.COM,2019-08-16,Project Manager,Sales,"$146,137.88",,96951 Paul Junctions,Lake Sarahmouth,RI,56917,1991-08-19,Active
1228,Amy,Bell,amy.bell@company,2018-07-17,HR Specialist,Marketing,135584.28,2001,931 Denise Circles,South Alyssafurt,NJ,87185,1986-08-26,On Leave
1229,Edwin,Rodriguez,edwin.rodriguez@pugh.com,2018-11-30,Project Manager,IT,96866.35,2001,34045 Wood Mill Suite 273,Clarkfort,LA,82429,1984-03-26,On Leave
1230,Kimberly,Lutz,kimberly.lutz@hernandez.com,2016-08-12,Software Engineer,Sales,"$101,236.34",2003,963 Dixon Ridge,Kelleyhaven,ND,67886,1984-05-07,Active
1231,Rachel,Weaver,rachel.weaver@frank-gonzalez.biz,2019-05-16,Data Analyst,IT,96456.27,2003,784 Robert Mountain,Rogertown,MH,88256,1968-10-17,On Leave
1232,Allison,Horton,allison.horton@rodriguez.com,2023-10-25,Project Manager,Sales,"$50,465.43",,00656 Nguyen Drives,West Justinstad,NC,57124,1963-04-01,Active
1233,Anna,Kelly,anna.kelly@mitchell.com,2024-10-07,data analyst,analytics,"$90,003.72",2003,327 Alexis Port,Lake Brandonshire,OH,41634,1982-04-27,Inactive
1234,Karen,Sullivan,karen.sullivan@hale-grimes.com,2016-09-04,PROJECT MANAGER,ANALYTICS,58589.12,,619 Lucas Villages Apt. 159,New Joseph,PR,92763,1983-11-29,Inactive
1235,Rachel,Stokes,rachel@.com,2023-10-23,HR Specialist,Analytics,143977.84,2001,92469 Michael Villages,New Hannah,AS,11979,1983-02-11,Active
1236,Michael,Lester,michael.lester@shaffer-reed.com,2020-06-21,Data Analyst,HR,74423.75,2001,742 Troy Dale,Jamesside,NY,21416,1984-02-23,Active
1237,Kayla,Williams,kayla.williams@hahn.com,2026-03-01,Data Analyst,IT,125881.51,,82727 Boyd Lock Apt. 603,Lake Michellemouth,CA,99782,1969-08-25,On Leave
1238,David,Davis,david.davis@chandler-stone.com,2022-07-21,HR Specialist,IT,"$127,382.68",2003,16269 Williams Well,North Taylortown,ND,64277,1961-01-30,Active
1239,Peggy,Sanford,peggy.sanford@gonzalez.com,2018-07-15,Sales Representative,Marketing,85900.18,2003,600 Sarah Plains,Bankstown,SC,81417,1975-08-04,On Leave
1240,Robert,Sanchez,robert@.com,2025-11-02,Software Engineer,Sales,51653.12,2001,46574 Harris Ferry,Lake Matthew,UT,79995,2001-09-12,On Leave
1241,Cynthia,Harrison,cynthia.harrison@johnson.biz,2021-12-23,Software Engineer,Marketing,101924.41,2001,937 John Ville Apt. 468,Jonesberg,PW,48744,1978-09-11,Inactive
1242,Janet,Haas,janet.haas@jackson.net,2021-10-02,Data Analyst,HR,"$93,150.93",,329 Howell Square Apt. 304,Suzannechester,NC,86511,1982-12-26,On Leave
1243,Jennifer,Martin,jennifer.martin@company,2025-07-25,Software Engineer,HR,100201.31,2001,734 Richard Green Suite 275,Keithstad,NC,17051,1969-11-11,Active
1244,Wendy,Nash,wendy.nash@santiago.com,2024-04-03,HR Specialist,Analytics,"$85,995.74",,75712 Jonathan Fall,Fowlerview,NM,86584,1969-12-08,On Leave
1245,Rachel,Ray,RACHEL.RAY@HODGES-GONZALES.INFO,2023-03-01,Software Engineer,Marketing,48613.23,,89013 Stephanie Ferry,West Susan,CO,63130,1995-01-14,Active
1246,Adrian,Turner,adrian.turner@gould.com,2018-02-16,Data Analyst,Sales,44224.84,2001,08308 Elliott Mills Apt. 205,East Crystalfort,DE,39420,1997-01-14,Inactive
1247,Lindsay,Evans,lindsay.evans@keith.info,2021-10-20,Software Engineer,Marketing,"$139,678.26",2001,890 Charles Estates,Joseport,NH,94179,2002-02-13,On Leave
1248,Joshua,Zimmerman,joshua.zimmerman@mcbride-cook.com,2017-11-19,Sales Representative,Sales,128367.06,2001,458 Sara Roads,Kevinberg,WA,01387,1963-09-07,Active
1249,Elizabeth,Duncan,elizabeth.duncan@mcclure.com,2018-10-28,Software Engineer,IT,71981.82,2001,083 Scott Park Suite 177,Shermanport,KY,27046,1973-07-12,On Leave
1250,Chad,Briggs,chad.briggs@mahoney.com,2019-12-23,Sales Representative,Sales,125220.05,2002,974 Laura Forks Apt. 524,Robertburgh,VA,35006,1960-05-11,Inactive
1251,Alisha,Williams,ALISHA.WILLIAMS@JONES-CARPENTER.ORG,2025-12-23,Data Analyst,HR,46946.05,2003,95388 Stephanie Bridge Apt. 671,Gonzalesbury,WY,05427,1984-11-23,Inactive
1252,Andrea,Stewart,andrea.stewart@webb-garcia.com,2018-10-21,Sales Representative,Analytics,45551.5,2001,9448 Bryan Plaza Suite 631,Annaview,FM,35216,1994-03-04,Active
1253,Gary,Holmes,gary.holmes@carney.com,2019-07-07,Software Engineer,Marketing,"$144,584.52",2003,1524 Alicia Manors,West Charlesside,OH,73682,1972-11-23,Active
1254,Amanda,Lee,amanda.lee@harvey.com,2021-07-22,data analyst,it,"$138,151.37",,90166 David Park Suite 141,New Dawn,FM,75332,1983-01-05,Active
1255,Austin,Gordon,austin.gordon@murray-taylor.com,2025-08-13,Project Manager,HR,128605.04,2003,619 Diana Ferry Apt. 194,Port Eric,MH,69001,1965-09-05,Active
1256,Jessica,Martin,jessica.martin@@company.com,2020-08-26,Sales Representative,Marketing,"$140,228.96",2001,23474 Horton Estates,West Stephen,WA,08429,1994-10-19,Active
1257,Craig,Gonzalez,craig.gonzalez@peterson.com,2020-05-16,sales representative,hr,113894.76,,111 Page Field Suite 493,Danielton,WY,09340,1976-10-16,Active
1258,Kathryn,Byrd,kathryn@station.com,2022-10-02,Data Analyst,IT,51567.91,2002,600 Williams Club Apt. 845,West Alexanderview,AK,35831,1999-10-19,On Leave
1259,Ashley,Taylor,ashley@admit.com,2018-02-01,Software Engineer,Marketing,"$123,526.39",2002,84275 Rebecca Grove,Lake Hector,OR,67897,1977-10-27,On Leave
1260,Susan,Miller,,2018-05-13,HR Specialist,Marketing,43599.59,,190 Nicholas Square Apt. 442,Lake Cassandra,FL,77681,1977-01-29,On Leave
1261,Robert,Carr,robert.carr@johnson-turner.com,2025-01-17,Data Analyst,HR,108527.0,,996 Johnson Landing,Harveyhaven,AK,21299,1998-09-12,Inactive
1262,Latoya,Rojas,latoya.rojas@king.com,2016-04-12,Project Manager,Analytics,118028.96,2001,8287 Rodriguez Passage,New Ryanbury,GU,86085,1988-04-09,On Leave
1263,Michael,Nguyen,michael@him.com,2025-05-18,Data Analyst,Sales,"$60,421.51",2002,07806 Anthony Spur Apt. 051,East Mark,WI,99636,1967-07-04,Inactive
1264,Chelsea,Garcia,chelsea@prevent.com,2026-01-28,Data Analyst,Sales,124717.02,,59681 Roberts Freeway,Nancyland,OK,38663,1981-07-16,Inactive
1265,Brandi,Johnson,,2017-06-25,Software Engineer,HR,82056.45,2003,69611 Davis Expressway Suite 416,Timothyshire,WI,02091,1987-08-20,On Leave
1266,Lonnie,Gibson,lonnie.gibson@taylor.com,2017-07-16,Data Analyst,Analytics,"$115,826.18",2003,833 Richards Inlet Apt. 513,North Lorichester,KY,48462,1984-02-25,Inactive
1267,John,Smith,john.smith@espinoza-torres.org,2019-07-21,Data Analyst,Marketing,129276.23,,3781 Moss Flat Suite 604,Matthewberg,WY,38385,1963-05-25,Inactive
1268,Terri,Hunter,terri.hunter@thomas.com,2021-06-27,Data Analyst,IT,106370.57,,5906 Emily Terrace,Duaneshire,NH,79219,1994-04-05,Active
1269,Kim,Smith,,2019-11-22,Software Engineer,HR,124473.6,2003,42126 Robert Walks Suite 855,New Becky,WV,84596,2003-11-08,On Leave
1270,Brooke,Parker,brooke@admit.com,2025-02-05,Sales Representative,Analytics,133050.03,,039 Joshua Forge,Hansonview,OK,30702,1995-12-18,Active
1271,Andres,Osborne,andres.osborne@williams.com,2018-02-25,Sales Representative,Sales,68227.95,2001,759 Chelsea Passage,New Sophiaside,NE,24659,1982-03-10,Inactive
1272,Kristin,Rivera,KRISTIN.RIVERA@HALL-GRAY.COM,2020-06-13,Software Engineer,HR,"$120,043.04",2003,1474 Rice Corners,Ericport,MT,65770,1973-10-31,Active
1273,Vanessa,Smith,vanessa.smith@miller.biz,2017-01-24,DATA ANALYST,hr,"$146,601.87",,9708 Gloria Tunnel Suite 050,Lake Robertafurt,NH,08929,1984-06-07,Active
1274,Tammy,Cortez,tammy.cortez@flores.com,2016-06-23,Software Engineer,Marketing,58882.99,,717 Gilbert Gardens Suite 463,New Carl,FM,01041,1992-12-15,Inactive
1275,James,Fisher,james.fisher@howell-lee.com,2018-11-15,Software Engineer,Analytics,"$80,988.65",2001,16552 Amanda Forest,Russellport,OH,90976,2000-11-25,Inactive
1276,Joshua,Johnson,joshua.johnson@herrera.com,2020-05-08,Sales Representative,IT,42503.01,,392 Gregory Curve Suite 575,East Amy,ND,20969,1974-05-06,On Leave
1277,Jessica,Taylor,jessica.taylor@reynolds.com,2020-10-31,HR Specialist,HR,49785.71,2002,644 Ball View Suite 695,Lake Sarah,NE,36213,1962-11-24,Inactive
1278,Janet,Collins,,2022-10-15,data analyst,hr,69935.24,2001,73367 Smith Field,Dukefort,MA,65700,1961-04-28,On Leave
1279,Jessica,Delgado,,2021-09-07,data analyst,HR,"$118,756.13",,7386 Green Wells,Sandraberg,VT,38341,1974-12-21,On Leave
1280,Rhonda,Schultz,rhonda.schultz@bridges.com,2024-12-11,Data Analyst,HR,"$55,735.76",2001,1597 Callahan Viaduct,Sarahbury,OK,52504,1986-11-26,Active
1281,Matthew,Smith,matthew.smith@ramirez.net,2022-01-18,Data Analyst,Sales,126540.81,,11570 Samantha Drives,Port Kellymouth,GU,09909,1970-04-17,Active
1282,Stephanie,Dorsey,stephanie@.com,2021-12-01,Sales Representative,Marketing,90264.76,2002,386 Rhonda Centers Apt. 891,Vincentberg,PR,98363,1963-12-18,On Leave
1283,Ashley,Norton,ashley.norton@tran-shaw.com,2024-12-28,Sales Representative,HR,"$52,895.05",2002,949 Rachel Spring,Stewartborough,MT,20310,1960-09-12,Inactive
1284,James,Morris,james.morris@taylor.com,2018-02-13,Data Analyst,Sales,90448.94,2001,291 Phillip Branch,North Colleen,NV,30767,1991-07-06,Inactive
1285,Joshua,Farmer,joshua.farmer@hart.info,2017-06-28,Sales Representative,Sales,72611.24,2003,507 Charlotte Cape Suite 848,Loristad,RI,18354,1992-09-14,On Leave
1286,Jeffery,Ortiz,jeffery.ortiz@guzman.net,2024-12-05,Software Engineer,Sales,"$96,958.28",2002,77028 Willis Landing,Lake Douglaston,IA,18266,2002-04-27,Active
1287,Richard,Baxter,richard.baxter@leon-adams.biz,2016-12-24,Sales Representative,Analytics,108840.76,2001,571 Jacob Groves,Port Bettychester,AL,43678,1975-07-04,Active
1288,Ernest,House,ernest.house@davis-hill.net,2021-08-24,Sales Representative,Marketing,133260.57,2002,019 Jacob Walks,Tammyside,NC,68402,1979-03-31,On Leave
1289,Christina,Maldonado,CHRISTINA.MALDONADO@WILLIAMS.INFO,2020-02-12,Software Engineer,IT,"$43,797.61",2001,9442 Walton Parkways Apt. 746,Ambermouth,PR,59194,1985-09-05,Active
1290,Jaclyn,Kelley,jaclyn.kelley@marsh.com,2025-08-07,HR Specialist,Analytics,77122.43,2003,688 Thomas Expressway,North Arthurview,NV,05177,1967-11-26,Inactive
1291,Ian,Brown,ian.brown@kane-hartman.com,2022-04-08,Software Engineer,IT,"$97,543.75",2001,648 Morris Courts Apt. 619,West William,MO,49446,1981-04-29,Inactive
1292,Brittany,Smith,brittany.smith@holland.info,2023-09-08,Sales Representative,Marketing,148194.82,2002,42016 Lutz Squares Apt. 946,Wademouth,SC,80663,1965-05-21,On Leave
1293,Douglas,Hale,douglas.hale@@company.com,2022-09-10,Sales Representative,Sales,111944.94,2003,675 Erickson Way Suite 410,Cuevastown,OR,73533,1960-11-27,On Leave
1294,John,Cunningham,john.cunningham@harris.com,2025-03-27,Project Manager,Analytics,94171.77,2002,94186 Schaefer Via,North Ryanberg,MH,45027,2002-03-14,On Leave
1295,Leslie,Perry,leslie.perry@peters.net,2016-05-10,Project Manager,Analytics,87325.03,,68056 Dudley Junction Apt. 814,South Allisonborough,WI,25422,1994-11-23,On Leave
1296,Kenneth,Taylor,kenneth.taylor@harris-cortez.org,2020-07-10,Sales Representative,IT,127989.28,2003,64046 Pennington Estate,Scottbury,MO,40299,2000-03-30,Active
1297,Nathan,Green,nathan.green@johnson.com,2017-04-30,Data Analyst,IT,67159.83,,308 Cortez Parks Suite 421,Lake Emmaview,PA,53297,1988-06-03,Active
1298,Nicholas,Patterson,nicholas.patterson@mccann-hoffman.com,2026-09-15,SOFTWARE ENGINEER,marketing,144288.12,2002,4285 Daniel Alley,Nathanielfort,WA,65440,1993-08-24,Active
1299,April,Whitney,april.whitney@company,2020-03-15,Software Engineer,Marketing,50173.87,,3675 Ashley Loaf Suite 013,New Matthew,IN,94088,1996-10-29,Inactive
1300,Kristen,Parks,kristen.parks@king.com,2019-07-07,Software Engineer,HR,54197.6,2002,3252 Smith Garden Apt. 677,North Nicole,AR,13282,2002-10-23,Inactive
1301,Pamela,Stout,pamela.stout@harris.biz,2024-04-19,Data Analyst,IT,"$113,294.18",2001,2864 Nelson Shore Suite 584,Marciafurt,AR,12098,1981-05-27,On Leave
1302,Susan,Chaney,susan.chaney@olson-clarke.com,2020-01-19,SOFTWARE ENGINEER,it,64236.49,2003,7816 Henderson Mission Apt. 591,Smithberg,AL,47866,1999-12-19,On Leave
1303,Adam,Powell,adam.powell@gonzalez.biz,2016-10-11,Project Manager,Sales,78712.92,,61058 Burns Alley Suite 989,Johntown,MP,75345,1991-02-12,On Leave
1304,Jonathan,Allen,jonathan.allen@barber.info,2017-10-08,Project Manager,Marketing,102976.22,2002,3156 Ashley Crossing,South Elizabethland,FL,27238,1981-01-01,Active
1305,Brenda,Clark,brenda.clark@gordon.com,2025-05-25,HR SPECIALIST,HR,109909.87,2003,15144 Catherine Pines Apt. 577,Paulton,UT,11958,2001-02-19,Active
1306,Tina,Chandler,tina.chandler@jones.com,2018-12-24,HR Specialist,Marketing,"$142,523.40",2003,85123 Young Viaduct,New Thomasmouth,MO,16138,1961-07-05,Inactive
1307,Paul,Carter,PAUL.CARTER@CHEN.ORG,2023-11-09,HR Specialist,HR,"$149,742.27",2003,30351 Newman Passage,Smithstad,SD,98315,1971-04-24,On Leave
1308,Charles,Johns,charles.johns@williams-smith.com,2024-04-27,Data Analyst,HR,80760.67,2003,1785 Sharon Center Apt. 736,Charlesbury,AZ,90913,1975-11-08,On Leave
